time,seconds_elapsed,bearingAccuracy,speedAccuracy,verticalAccuracy,horizontalAccuracy,speed,bearing,altitude,longitude,latitude
1769154248844828000,0.507827880859375,1.4813655614852905,1.065781831741333,8.709508895874023,9.958000183105469,4.498581409454346,180.63836669921875,859.3999633789062,77.5539762,13.015224
1769154249845203700,1.50820361328125,1.5757848024368286,1.1319777965545654,8.719512939453125,10.045999526977539,3.2394073009490967,180.0047607421875,859.3999633789062,77.5539809,13.0152184
1769154250844412700,2.50741259765625,1.6736831665039062,1.3375605344772339,8.72950553894043,10.121000289916992,1.4349819421768188,185.7671356201172,859.3999633789062,77.5539841,13.0152158
1769154251844426000,3.507426025390625,1.7750205993652344,1.244795799255371,8.73950481414795,10.239999771118164,0.7666382789611816,182.9355010986328,859.3999633789062,77.5539851,13.0152185
1769154252844519000,4.507518798828125,1.8794746398925781,1.2169073820114136,8.749505996704102,10.3100004196167,1.0041104555130005,185.02879333496094,859.3999633789062,77.5539867,13.0152105
1769154253844899300,5.5078994140625,1.986898422241211,1.2723828554153442,8.759510040283203,10.45199966430664,1.166064739227295,188.02500915527344,859.3999633789062,77.553987,13.0151963
1769154254844937000,6.50793701171875,2.096010208129883,1.2759552001953125,8.769510269165039,10.526000022888184,0.8976064324378967,185.95046997070312,859.3999633789062,77.5539856,13.0151801
1769154255844916500,7.50791650390625,2.207183837890625,1.173862338066101,8.779510498046875,10.696999549865723,0.5190445184707642,188.84280395507812,859.3999633789062,77.5539844,13.0151657
1769154256845076200,8.508076171875,2.3182144165039062,1.0880433320999146,4.381165504455566,10.732999801635742,0.6176562905311584,189.03358459472656,844.376953125,77.5539852,13.0151728
1769154257845205200,9.508205322265624,45,0.28406381607055664,4.5799455642700195,10.663000106811523,0.6212925910949707,188.98709106445312,844.428955078125,77.5539825,13.0151649
1769154258844346000,10.50734619140625,45,0.11456272006034851,4.450633525848389,10.553999900817871,0.6834227442741394,184.0025177001953,844.3546142578125,77.5539826,13.015158
1769154259844707000,11.50770703125,45,0.3324752151966095,4.453442096710205,10.468999862670898,0.9318426251411438,193.75152587890625,844.51513671875,77.5539792,13.015148
1769154260844330500,12.50733056640625,45,0.07402089983224869,4.272411346435547,10.309000015258789,1.0224294662475586,198.30726623535156,844.2330322265625,77.5539754,13.0151388
1769154261844712000,13.5077119140625,45,0.14458133280277252,4.1493821144104,10.156000137329102,0.8631258606910706,196.4963836669922,844.1351318359375,77.5539738,13.0151324
1769154262845156400,14.50815625,45,0.14536350965499878,3.9468159675598145,10.04699993133545,0.6642024517059326,195.3334503173828,844.37646484375,77.5539727,13.0151281
1769154263844609300,15.507609375,45,0.2410002499818802,3.910066604614258,9.993000030517578,0.3420777916908264,191.80728149414062,844.725341796875,77.5539729,13.0151274
1769154264844942800,16.50794287109375,45,0.12532728910446167,3.9117484092712402,9.9350004196167,0.128191739320755,216.07835388183594,844.419921875,77.5539721,13.0151283
1769154265844929800,17.5079296875,45,0.12803137302398682,4.000480651855469,9.9350004196167,0.10785079002380371,259.4677734375,844.15869140625,77.5539709,13.0151287
1769154266845205500,18.50820556640625,0,0.32027316093444824,4.320556640625,9.9350004196167,0.06465642154216766,0,843.345458984375,77.5539712,13.0151299
1769154267844639700,19.5076396484375,45,0.36054712533950806,4.3150763511657715,9.937999725341797,0.10982725024223328,358.4183349609375,843.219970703125,77.5539714,13.0151312
1769154268845118200,20.5081181640625,0,0.1342451572418213,4.360470294952393,9.937999725341797,0.06706230342388153,0,843.703369140625,77.5539723,13.0151311
1769154269844467200,21.50746728515625,0,0.2075217068195343,4.329802989959717,9.937999725341797,0.08116354048252106,0,843.814453125,77.5539733,13.0151307
1769154270844347100,22.50734716796875,45,0.20125678181648254,4.388175964355469,9.937999725341797,0.14325706660747528,133.9718780517578,843.955078125,77.5539744,13.0151291
1769154271844462600,23.507462646484374,45,0.41135990619659424,4.283496379852295,9.968000411987305,0.24517224729061127,142.85226440429688,843.641845703125,77.5539761,13.0151266
1769154272845197600,24.508197509765626,45,0.4919169247150421,4.22225284576416,10.119999885559082,0.27102819085121155,147.10382080078125,843.4432373046875,77.5539775,13.0151243
1769154273844438300,25.507438232421876,45,0.20764873921871185,4.143157005310059,10.21399974822998,0.21739880740642548,149.3238525390625,843.358154296875,77.5539782,13.015123
1769154274844222500,26.507222412109375,45,0.2274056077003479,4.14712381362915,10.333000183105469,0.1499125063419342,147.90757751464844,843.3623046875,77.5539787,13.0151223
1769154275845196500,27.508196533203126,0,0.2643800973892212,4.133108615875244,10.529000282287598,0.09127283096313477,0,843.37158203125,77.5539788,13.0151219
1769154276844683800,28.507683837890625,0,0.6045381426811218,4.1890645027160645,10.611000061035156,0.06773792207241058,0,843.2593994140625,77.5539791,13.0151216
1769154277844214800,29.50721484375,0,0.7898253202438354,4.2889509201049805,10.60200023651123,0.0758124515414238,0,843.2774658203125,77.5539796,13.015121
1769154278844210200,30.507210205078124,0,0.2777753472328186,4.362515449523926,10.571000099182129,0.07816696912050247,0,843.345458984375,77.5539798,13.0151203
1769154279844826000,31.507826171875,0,0.4925290048122406,4.517529487609863,10.522000312805176,0.057190585881471634,0,843.3253173828125,77.55398,13.01512
1769154280844210000,32.5072099609375,0,0.6576347351074219,4.722725868225098,10.513999938964844,0.03779797628521919,0,843.213623046875,77.5539802,13.0151199
1769154281844803800,33.507803955078124,0,0.8267245888710022,4.830766677856445,10.451000213623047,0.04234015569090843,0,843.283935546875,77.5539805,13.0151196
1769154282845041000,34.508041015625,0,0.7446511387825012,4.797842025756836,10.371999740600586,0.041341692209243774,0,843.224609375,77.5539808,13.0151194
1769154283844846800,35.507846923828126,43.317222595214844,2.142332077026367,4.73657751083374,10.348999977111816,2.774728536605835,152.04800415039062,843.72705078125,77.5539899,13.0151009
1769154284844941600,36.50794165039063,31.200632095336914,2.1710166931152344,4.548320770263672,10.322999954223633,4.1712164878845215,137.73497009277344,841.187744140625,77.5540149,13.0150739
1769154285845097500,37.50809741210937,56.90195846557617,2.4329464435577393,4.624312877655029,10.317000389099121,2.3537681102752686,147.58216857910156,842.189208984375,77.5540401,13.0150472
1769154286844744700,38.50774462890625,53.308799743652344,2.773332357406616,4.744546413421631,10.390999794006348,2.727668285369873,147.93637084960938,842.7135009765625,77.5540538,13.0150272
1769154287844357000,39.50735717773438,57.169551849365234,3.0434679985046387,4.899801254272461,10.531999588012695,2.733529567718506,147.94915771484375,842.3885498046875,77.5540713,13.0150043
1769154288844900000,40.507900146484374,34.75398635864258,2.8513941764831543,5.1084089279174805,10.763999938964844,4.723005771636963,145.23141479492188,840.842041015625,77.5540981,13.0149703
1769154289844567300,41.5075673828125,30.83698272705078,2.86631441116333,5.298277854919434,10.878999710083008,5.685096263885498,149.4190216064453,840.916748046875,77.5541599,13.0148881
1769154290844679700,42.5076796875,34.596492767333984,2.7043349742889404,5.398978233337402,11.036999702453613,4.7603349685668945,182.368408203125,842.522216796875,77.5541734,13.0148118
1769154291844605700,43.50760571289062,19.16819190979004,2.537384033203125,5.4751667976379395,11.177000045776367,8.152782440185547,170.9296112060547,844.311279296875,77.5541739,13.0147089
1769154292844677000,44.50767700195313,16.1080322265625,2.303886890411377,5.583450794219971,11.269000053405762,9.158370018005371,172.9554443359375,843.7535400390625,77.5541681,13.0145789
1769154293844636400,45.50763647460938,7.961936950683594,2.351348400115967,6.396531581878662,11.319999694824219,13.335867881774902,171.98240661621094,844.2373046875,77.5541807,13.0144282
1769154294844585700,46.507585693359374,4.578207969665527,1.220710039138794,6.536527156829834,11.343000411987305,13.072107315063477,175.93356323242188,845.84375,77.5541839,13.0142653
1769154295844818700,47.507818603515624,5.243438720703125,1.112896203994751,6.58812141418457,11.345000267028809,12.620595932006836,178.92935180664062,846.0302734375,77.5541828,13.0141174
1769154296844478000,48.50747802734375,4.363121509552002,1.0461466312408447,7.047635078430176,11.371999740600586,12.767502784729004,182.9364776611328,846.6787109375,77.5541716,13.0139792
1769154297844909600,49.50790966796875,2.838425874710083,0.8733574748039246,6.633194923400879,11.432000160217285,12.77106761932373,187.96456909179688,851.575927734375,77.5541339,13.013822
1769154298844376600,50.50737646484375,2.1573359966278076,0.8128615021705627,4.799415111541748,11.265999794006348,12.782196998596191,193.9702911376953,853.118896484375,77.554089,13.0136174
1769154299844937000,51.50793701171875,1.9682893753051758,0.8144668340682983,3.9429099559783936,10.909000396728516,12.633761405944824,198.97360229492188,853.751708984375,77.5540386,13.0134496
1769154300844933400,52.507933349609374,1.8336477279663086,0.8057449460029602,3.57257342338562,10.62600040435791,12.503361701965332,203.9724578857422,853.711669921875,77.5539837,13.0133086
1769154301844567300,53.5075673828125,1.765141248703003,0.8142654895782471,3.5114927291870117,10.312000274658203,12.442431449890137,208.97021484375,855.107666015625,77.5539265,13.0131908
1769154302844213200,54.50721313476563,1.9582133293151855,0.8353946805000305,3.5956811904907227,10.24899959564209,12.560227394104004,212.9731903076172,854.892333984375,77.553864,13.0130872
1769154303844430300,55.507430419921874,0.4067554175853729,0.981009304523468,3.3605411052703857,9.9350004196167,12.570874214172363,220.93408203125,852.77783203125,77.5537966,13.012987
1769154304844932600,56.5079326171875,0.7744895815849304,0.9662439227104187,3.3032736778259277,9.9350004196167,12.530417442321777,223.97421264648438,851.5263671875,77.5537117,13.0128981
1769154305844486700,57.50748657226563,1.1616978645324707,0.8109174966812134,3.139078378677368,9.9350004196167,12.408571243286133,230.95703125,850.809326171875,77.5536288,13.0128161
1769154306845206500,58.50820654296875,1.4978985786437988,0.7994192838668823,2.901374578475952,9.9350004196167,12.408491134643555,234.97560119628906,850.354248046875,77.5535365,13.0127394
1769154307845087700,59.50808764648438,1.8816430568695068,0.9672015905380249,2.7993574142456055,9.9350004196167,12.618440628051758,229.0547637939453,849.264892578125,77.5534444,13.012666
1769154308844891100,60.50789111328125,1.8853254318237305,0.857818067073822,2.6488897800445557,9.9350004196167,12.487724304199219,235.949951171875,848.02294921875,77.5533533,13.0125979
1769154309844822000,61.50782202148437,1.9461040496826172,0.8520598411560059,2.72605562210083,9.9350004196167,12.370162010192871,237.9866180419922,848.1165771484375,77.5532529,13.012536
1769154310844316700,62.50731665039063,1.8351811170578003,0.8490012884140015,2.792872667312622,9.9350004196167,12.507810592651367,239.98573303222656,847.02685546875,77.5531513,13.0124759
1769154311844219600,63.5072197265625,1.3890342712402344,0.7801178097724915,2.9847633838653564,9.9350004196167,12.409770011901855,241.99131774902344,846.2510986328125,77.5530501,13.0124194
1769154312844627500,64.50762744140626,1.2423412799835205,0.7859131097793579,3.0224862098693848,9.9350004196167,12.45910930633545,242.99505615234375,845.420166015625,77.5529485,13.0123713
1769154313844939000,65.50793896484375,1.2195520401000977,0.789945662021637,3.093705892562866,9.9350004196167,12.478739738464355,244.9915008544922,844.66064453125,77.5528458,13.0123194
1769154314844910800,66.50791088867187,1.1677067279815674,0.9157165884971619,3.015014171600342,9.9350004196167,12.527894973754883,246.9897918701172,843.7259521484375,77.55274,13.0122687
1769154315844333800,67.50733374023437,1.2326353788375854,0.8772243857383728,2.834002733230591,9.9350004196167,12.772661209106445,252.97691345214844,842.7882080078125,77.5526347,13.0122168
1769154316844628200,68.50762817382812,1.274433970451355,0.7641327977180481,2.6957480907440186,9.9350004196167,13.067359924316406,252.99728393554688,841.996337890625,77.5525235,13.0121694
1769154317845084700,69.50808471679687,1.2605663537979126,0.7553284168243408,2.54610276222229,9.9350004196167,13.47738265991211,251.00241088867188,841.347900390625,77.5524126,13.0121162
1769154318844929500,70.50792944335937,1.233642816543579,0.7466859817504883,2.573026180267334,9.9350004196167,13.768564224243164,249.00405883789062,840.51123046875,77.5522976,13.0120579
1769154319845044700,71.50804467773438,1.1021077632904053,0.7567529082298279,2.5,9.9350004196167,13.751118659973145,247.00709533691406,840.410400390625,77.5521815,13.0119981
1769154320844391400,72.50739135742188,0.9925049543380737,0.7457950115203857,2.5,9.9350004196167,13.740569114685059,246.00347900390625,840.396728515625,77.5520687,13.0119379
1769154321845067000,73.50806689453125,0.8811671137809753,0.7362406253814697,2.5,9.9350004196167,13.720624923706055,245.00347900390625,839.8966064453125,77.5519565,13.0118767
1769154322845067300,74.5080673828125,0.7461404800415039,0.8001382350921631,2.5,9.9350004196167,13.691368103027344,243.0083465576172,839.755859375,77.5518439,13.011818
1769154323844368400,75.50736840820312,0.7470276355743408,0.7291431427001953,2.5,9.9350004196167,13.699419021606445,243.99661254882812,839.7916259765625,77.5517335,13.0117604
1769154324844908000,76.50790795898438,0.6484541296958923,0.7321448922157288,2.5,9.9350004196167,13.779969215393066,243.0026092529297,839.9649658203125,77.5516203,13.0117037
1769154325844694000,77.50769409179688,0.6076684594154358,0.7298868298530579,2.5,9.9350004196167,13.680638313293457,243.00088500976562,839.96875,77.5515079,13.0116477
1769154326844725800,78.50772583007813,0.5876508355140686,0.728597104549408,2.5,9.9350004196167,13.53095817565918,243.00135803222656,840.1041259765625,77.5513956,13.0115938
1769154327844932000,79.50793212890625,0.5654957890510559,0.7240234017372131,2.5,9.9350004196167,13.43062973022461,243.0009002685547,840.17919921875,77.5512855,13.0115391
1769154328844671700,80.50767163085938,0.5671454668045044,0.7300904393196106,2.5,9.9350004196167,13.479693412780762,242.99957275390625,840.2744140625,77.5511729,13.0114833
1769154329844206800,81.50720678710937,0.5584615468978882,0.7268497347831726,2.5,9.9350004196167,13.529691696166992,242.99957275390625,840.703125,77.5510594,13.011427
1769154330844605700,82.50760571289062,0.5524750351905823,0.7296262383460999,2.5,9.9350004196167,13.619428634643555,242.9991912841797,841.233154296875,77.5509471,13.0113687
1769154331844315100,83.50731518554687,0.5522279739379883,0.7265214920043945,2.5,9.9350004196167,13.679619789123535,242.9994659423828,841.543701171875,77.5508344,13.0113113
1769154332844526800,84.50752685546875,0.5503320097923279,0.7258121967315674,2.5,9.9350004196167,13.699870109558105,242.99981689453125,841.501953125,77.550722,13.0112546
1769154333845128400,85.50812841796875,0.5498026609420776,0.7287477254867554,2.5,9.9350004196167,13.74967098236084,242.99952697753906,841.72314453125,77.5506118,13.0111969
1769154334844946200,86.5079462890625,0.5383924841880798,0.7231391072273254,2.5,9.9350004196167,13.829981803894043,242.00262451171875,842.1739501953125,77.5504999,13.0111379
1769154335844817000,87.50781689453125,0.4946688115596771,0.7194092273712158,2.5,9.9350004196167,13.85075855255127,240.00692749023438,843.2958984375,77.5503862,13.0110776
1769154336844552000,88.50755200195313,0.4880998730659485,0.7203335165977478,2.5,9.9350004196167,13.88093090057373,237.0115509033203,843.861572265625,77.5502745,13.0110115
1769154337844338200,89.50733813476562,0.48975133895874023,0.7235108017921448,2.5,9.9350004196167,13.900550842285156,235.00828552246094,844.10693359375,77.5501671,13.0109418
1769154338844734000,90.50773388671875,0.48024982213974,0.7191796898841858,2.5,9.9350004196167,13.900654792785645,232.01316833496094,844.633056640625,77.5500642,13.0108687
1769154339844518100,91.50751806640625,0.46806031465530396,0.7181736826896667,2.5,9.9350004196167,13.930208206176758,229.0135955810547,844.9404296875,77.549965,13.0107904
1769154340845064200,92.50806420898438,0.4659710228443146,0.7154784798622131,2.5,9.9350004196167,13.910202980041504,227.00927734375,845.48388671875,77.5498683,13.0107061
1769154341844649200,93.50764916992188,0.4638017416000366,0.7209513783454895,2.5,9.9350004196167,13.899842262268066,224.01409912109375,846.0576171875,77.5497761,13.01062
1769154342844461800,94.5074619140625,0.5045863389968872,0.7567045092582703,2.5,9.9350004196167,13.829773902893066,221.01519775390625,846.15234375,77.549691,13.0105286
1769154343844927500,95.50792749023438,0.4875611960887909,0.7186251282691956,2.5,9.9350004196167,13.889232635498047,219.0092315673828,846.970947265625,77.5496065,13.0104351
1769154344844812000,96.50781201171876,0.4725179374217987,0.7179815173149109,2.5,9.9350004196167,13.889384269714355,217.00872802734375,847.18994140625,77.5495268,13.0103395
