time,seconds_elapsed,batteryLevel,batteryState,lowPowerMode
1769154614618000000,366.2809997558594,0.7300000190734863,unplugged,false
1769154615619000000,367.282,0.7300000190734863,unplugged,false
1769154616620000000,368.283,0.7300000190734863,unplugged,false
1769154617622000000,369.28500024414063,0.7300000190734863,unplugged,false
1769154618619000000,370.282,0.7300000190734863,unplugged,false
1769154619620000000,371.283,0.7300000190734863,unplugged,false
1769154620620000000,372.283,0.7300000190734863,unplugged,false
1769154621623000000,373.286,0.7300000190734863,unplugged,false
1769154622623000000,374.286,0.7300000190734863,unplugged,false
1769154623626000000,375.2889997558594,0.7300000190734863,unplugged,false
1769154624626000000,376.2889997558594,0.7300000190734863,unplugged,false
1769154625625000000,377.288,0.7300000190734863,unplugged,false
1769154626626000000,378.2889997558594,0.7300000190734863,unplugged,false
1769154627627000000,379.29,0.7300000190734863,unplugged,false
1769154628628000000,380.291,0.7300000190734863,unplugged,false
1769154629629000000,381.292,0.7300000190734863,unplugged,false
1769154630630000000,382.2930002441406,0.7300000190734863,unplugged,false
1769154631631000000,383.294,0.7300000190734863,unplugged,false
1769154632631000000,384.294,0.7300000190734863,unplugged,false
1769154633633000000,385.296,0.7300000190734863,unplugged,false
1769154634636000000,386.299,0.7300000190734863,unplugged,false
1769154635633000000,387.296,0.7300000190734863,unplugged,false
1769154636634000000,388.29699975585936,0.7300000190734863,unplugged,false
1769154637637000000,389.3,0.7300000190734863,unplugged,false
1769154638639000000,390.302,0.7300000190734863,unplugged,false
1769154639640000000,391.303,0.7300000190734863,unplugged,false
1769154640640000000,392.303,0.7300000190734863,unplugged,false
1769154641641000000,393.304,0.7300000190734863,unplugged,false
1769154642642000000,394.3049997558594,0.7300000190734863,unplugged,false
1769154643643000000,395.306,0.7300000190734863,unplugged,false
1769154644644000000,396.307,0.7300000190734863,unplugged,false
1769154645645000000,397.308,0.7300000190734863,unplugged,false
1769154646646000000,398.30900024414063,0.7300000190734863,unplugged,false
1769154647647000000,399.31,0.7300000190734863,unplugged,false
1769154648648000000,400.311,0.7300000190734863,unplugged,false
1769154649649000000,401.312,0.7300000190734863,unplugged,false
1769154650648000000,402.311,0.7300000190734863,unplugged,false
1769154651649000000,403.312,0.7300000190734863,unplugged,false
1769154652650000000,404.3129997558594,0.7300000190734863,unplugged,false
1769154653650000000,405.3129997558594,0.7300000190734863,unplugged,false
1769154654650000000,406.3129997558594,0.7300000190734863,unplugged,false
1769154655651000000,407.314,0.7300000190734863,unplugged,false
1769154656652000000,408.315,0.7300000190734863,unplugged,false
1769154657652000000,409.315,0.7300000190734863,unplugged,false
1769154658651000000,410.314,0.7300000190734863,unplugged,false
1769154659652000000,411.315,0.7300000190734863,unplugged,false
1769154660652000000,412.315,0.7300000190734863,unplugged,false
1769154661654000000,413.3170002441406,0.7300000190734863,unplugged,false
1769154662654000000,414.3170002441406,0.7300000190734863,unplugged,false
1769154663660000000,415.323,0.7300000190734863,unplugged,false
1769154664661000000,416.324,0.7300000190734863,unplugged,false
1769154665662000000,417.3250002441406,0.7300000190734863,unplugged,false
1769154666663000000,418.326,0.7300000190734863,unplugged,false
1769154667664000000,419.327,0.7300000190734863,unplugged,false
1769154668664000000,420.327,0.7300000190734863,unplugged,false
1769154669664000000,421.327,0.7300000190734863,unplugged,false
1769154670665000000,422.328,0.7300000190734863,unplugged,false
1769154671665000000,423.328,0.7300000190734863,unplugged,false
1769154672665000000,424.328,0.7300000190734863,unplugged,false
1769154673665000000,425.328,0.7300000190734863,unplugged,false
1769154674666000000,426.3289997558594,0.7300000190734863,unplugged,false
1769154675668000000,427.331,0.7300000190734863,unplugged,false
1769154676667000000,428.33,0.7300000190734863,unplugged,false
1769154677671000000,429.334,0.7300000190734863,unplugged,false
1769154678669000000,430.332,0.7300000190734863,unplugged,false
1769154679670000000,431.33300024414064,0.7300000190734863,unplugged,false
1769154680670000000,432.33300024414064,0.7300000190734863,unplugged,false
1769154681671000000,433.334,0.7300000190734863,unplugged,false
1769154682671000000,434.334,0.7300000190734863,unplugged,false
1769154683672000000,435.335,0.7300000190734863,unplugged,false
1769154684672000000,436.335,0.7300000190734863,unplugged,false
1769154685673000000,437.336,0.7300000190734863,unplugged,false
1769154686673000000,438.336,0.7300000190734863,unplugged,false
1769154687673000000,439.336,0.7300000190734863,unplugged,false
1769154688673000000,440.336,0.7300000190734863,unplugged,false
1769154689674000000,441.3369997558594,0.7300000190734863,unplugged,false
1769154690673000000,442.336,0.7300000190734863,unplugged,false
1769154691674000000,443.3369997558594,0.7300000190734863,unplugged,false
1769154692674000000,444.3369997558594,0.7300000190734863,unplugged,false
1769154693676000000,445.339,0.7300000190734863,unplugged,false
1769154694675000000,446.338,0.7300000190734863,unplugged,false
1769154695676000000,447.339,0.7300000190734863,unplugged,false
1769154696676000000,448.339,0.7300000190734863,unplugged,false
1769154697677000000,449.34,0.7300000190734863,unplugged,false
1769154698678000000,450.3410002441406,0.7300000190734863,unplugged,false
1769154699678000000,451.3410002441406,0.7300000190734863,unplugged,false
1769154700679000000,452.342,0.7300000190734863,unplugged,false
1769154701680000000,453.343,0.7300000190734863,unplugged,false
1769154702688000000,454.351,0.7300000190734863,unplugged,false
1769154703688000000,455.351,0.7300000190734863,unplugged,false
1769154704694000000,456.35700024414064,0.7300000190734863,unplugged,false
1769154705694000000,457.35700024414064,0.7300000190734863,unplugged,false
1769154706695000000,458.358,0.7300000190734863,unplugged,false
1769154707695000000,459.358,0.7300000190734863,unplugged,false
1769154708695000000,460.358,0.7300000190734863,unplugged,false
1769154709696000000,461.359,0.7300000190734863,unplugged,false
1769154710696000000,462.359,0.7300000190734863,unplugged,false
1769154711697000000,463.36,0.7300000190734863,unplugged,false
1769154712699000000,464.362,0.7300000190734863,unplugged,false
1769154713698000000,465.3609997558594,0.7300000190734863,unplugged,false
1769154714700000000,466.363,0.7300000190734863,unplugged,false
1769154715702000000,467.3650002441406,0.7300000190734863,unplugged,false
1769154716701000000,468.364,0.7300000190734863,unplugged,false
1769154717702000000,469.3650002441406,0.7300000190734863,unplugged,false
1769154718702000000,470.3650002441406,0.7300000190734863,unplugged,false
1769154719703000000,471.366,0.7300000190734863,unplugged,false
1769154720703000000,472.366,0.7300000190734863,unplugged,false
1769154721709000000,473.372,0.7300000190734863,unplugged,false
1769154722710000000,474.3730002441406,0.7300000190734863,unplugged,false
1769154723710000000,475.3730002441406,0.7300000190734863,unplugged,false
1769154724711000000,476.374,0.7300000190734863,unplugged,false
1769154725712000000,477.375,0.7300000190734863,unplugged,false
1769154726714000000,478.3769997558594,0.7300000190734863,unplugged,false
1769154727714000000,479.3769997558594,0.7300000190734863,unplugged,false
1769154728718000000,480.38100024414064,0.7300000190734863,unplugged,false
1769154729717000000,481.38,0.7300000190734863,unplugged,false
1769154730718000000,482.38100024414064,0.7300000190734863,unplugged,false
1769154731719000000,483.382,0.7300000190734863,unplugged,false
1769154732720000000,484.383,0.7300000190734863,unplugged,false
1769154733720000000,485.383,0.7300000190734863,unplugged,false
1769154734721000000,486.384,0.7300000190734863,unplugged,false
1769154735722000000,487.3849997558594,0.7300000190734863,unplugged,false
1769154736724000000,488.387,0.7300000190734863,unplugged,false
1769154737724000000,489.387,0.7300000190734863,unplugged,false
1769154738725000000,490.388,0.7300000190734863,unplugged,false
