time,seconds_elapsed,altitude,speedAccuracy,bearingAccuracy,latitude,altitudeAboveMeanSeaLevel,bearing,horizontalAccuracy,verticalAccuracy,longitude,speed
1765959400999506700,-9.247493408203125,823.2208251710981,0.860886150012613,-1,12.954825041827275,909.6308288332075,-1,21.76776650746417,4.000000000000017,77.57381354465855,0
1765959410304250000,0.05725,823.2208251710981,0.860886150012613,-1,12.954825041827275,909.6308288332075,-1,21.76776650746417,4.000000000000017,77.57381354465855,0
1765959410304435000,0.05743505859375,0,6,-1,12.954823718318938,909.6822540485584,-1,34.395013999999996,5.286372404448782,77.57381647170868,0
1765959410318699800,0.07169970703125,832.9007952166045,-1,-1,12.954823257636333,919.3107988787139,-1,36.568789301176416,10.241583035050311,77.5738161641414,-1
1765959410708404000,0.461404052734375,832.9007952166045,-1,-1,12.954853912899532,919.3107988787139,-1,32.61084536921834,10.241660680631927,77.57383159316394,-1
1765959410948583700,0.701583740234375,823.8936767578125,0.03999999910593033,-1,12.954836290658939,910.3036804199219,-1,18.23956013279722,4,77.57382121638469,0
1765959411999586000,1.7525859375,824.29736328125,0.8100000023841858,-1,12.954829099032068,910.7073669433594,-1,21.72908629098264,4,77.57381780243306,0
1765959412999590700,2.752590576171875,824.3409423828125,0.7200000286102295,-1,12.954827204896123,910.7509460449219,-1,28.699637588137403,4,77.57381838524387,0
1765959413999594800,3.7525947265625,824.5126953125,0.7599999904632568,57.62037742319801,12.954811243466969,910.9226989746094,156.4453125,11.749238221201958,4,77.5738423637567,0
1765959414999597600,4.75259765625,825.6279296875,0.7900000214576721,66.43264650921344,12.954817414295817,912.0379333496094,157.5,21.767766507464174,4,77.57381983108593,0.5400000214576721
1765959415999599900,5.752599853515625,825.5498046875,0.7200000286102295,86.88730771478494,12.954814271082128,911.9598083496094,165.9375,21.767766507464174,4,77.57381957962883,0.23000000417232513
1765959416999502600,6.752502685546875,825.80859375,0.7200000286102295,85.23051555800411,12.954812678520526,912.2185974121094,200.390625,21.767766507464174,4,77.57381807088626,0.25
1765959417999497000,7.7524970703125,825.7957763671875,0.7200000286102295,85.23051555800411,12.954813223344232,912.2057800292969,200.390625,21.767766507464174,4,77.57381522103918,0
1765959418999497500,8.75249755859375,825.794189453125,0.07000000029802322,85.23051555800411,12.954814019625033,912.2041931152344,200.390625,21.767766507464174,4,77.57381396375371,0
