version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation
3,iPhone 15,1765959410247,2025-12-17_08-16-50,Asia/Kolkata,ios,1.50,4548ff0b-90c4-444f-9286-676963406d74,Accelerometer|Gyroscope|Orientation|Location|Annotation|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10|10|0||10|10,false
