version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation
3,CPH2649,1766330538712,2025-12-21_15-22-18,Asia/Kolkata,android,1.50.0,a87067ba-15a7-4145-862f-844f233d5279,Accelerometer|Gyroscope|Orientation|Magnetometer|Compass|Location|Annotation|TotalAcceleration|MagnetometerUncalibrated|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10|10|10|10|0||10|10|10|10,false
