version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation
3,SM-S918B,1765982827605,2025-12-17_14-47-07,Asia/Kolkata,android,1.50.0,d0d377bb-0e90-4b92-849c-8d9a33099b2f,Accelerometer|Gyroscope|Orientation|Magnetometer|Compass|Location|Battery|Annotation|TotalAcceleration|MagnetometerUncalibrated|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10|10|10|10|0|1000||10|10|10|10,true
