time,seconds_elapsed,bearingAccuracy,speedAccuracy,verticalAccuracy,horizontalAccuracy,speed,bearing,altitude,longitude,latitude
1766128094283000000,3.708,0,0,2.951113224029541,56.099998474121094,0,0,817.7999877929688,77.5976782,13.0423331
1766128097542022700,6.967022705078125,10,20,2.983703374862671,32.79999923706055,5.400000095367432,241,817.7999877929688,77.5974674,13.042437
1766128098520921600,7.945921630859375,10,20,2.993492364883423,25.200000762939453,4.859999656677246,238,817.7999877929688,77.5974218,13.0422855
1766128098869240600,8.294240478515626,10,20,2.9969756603240967,21.149999618530273,4.489999771118164,238,817.7999877929688,77.5974778,13.0422623
1766128100553240800,9.97824072265625,10,20,3.0138156414031982,9.5,3.6399998664855957,241,817.7999877929688,77.5974034,13.0422205
1766128101551027000,10.97602685546875,10,20,3.0237934589385986,9.5,3.9700000286102295,240,817.7999877929688,77.5973727,13.0422041
1766128102559068200,11.984068115234376,10,20,3.0338737964630127,9.300000190734863,4.259999752044678,237,817.7999877929688,77.5973333,13.0421819
1766128103575679700,13.0006796875,10,20,3.0440399646759033,8.699999809265137,4.389999866485596,239,817.7999877929688,77.5972867,13.0421692
1766128104565415200,13.990415283203125,10,20,3.0539374351501465,8.199999809265137,3.75,237,817.7999877929688,77.5972526,13.0421607
1766128105574759000,14.999759033203125,10,20,3.064030885696411,7.599999904632568,2.919999837875366,235,817.7999877929688,77.5972284,13.0421468
1766128106567005200,15.992005126953124,10,20,3.07395339012146,6.900000095367432,2.1599998474121094,238,817.7999877929688,77.5972084,13.0421362
1766128107600904400,17.025904541015624,10,20,3.08429217338562,6.400000095367432,2.0199999809265137,236,817.7999877929688,77.5971895,13.0421248
1766128108569538000,17.9945380859375,10,20,3.0939786434173584,6.333000183105469,1.8799999952316284,239,817.7999877929688,77.5971727,13.042111
1766128109611957000,19.03695703125,10,20,3.104402780532837,6,2.129999876022339,243,817.7999877929688,77.5971535,13.0421007
1766128110654277600,20.079277587890626,10,20,3.114825963973999,5.800000190734863,2.9600000381469727,244,817.7999877929688,77.5971295,13.0420922
1766128111595763000,21.020762939453125,10,20,3.1242408752441406,5.599999904632568,3.309999942779541,247,817.7999877929688,77.5971007,13.0420833
1766128112609965800,22.0349658203125,10,20,3.134382963180542,5.400000095367432,3.359999895095825,245,817.7999877929688,77.5970718,13.0420692
1766128113609939200,23.034939208984376,10,20,3.1443827152252197,5.300000190734863,3.7300000190734863,245,817.7999877929688,77.5970432,13.0420562
1766128114622508300,24.04750830078125,10,20,3.154508352279663,5.300000190734863,4.119999885559082,241,817.7999877929688,77.5970095,13.0420393
1766128115591690200,25.016690185546874,10,20,3.1642000675201416,5.25,4.389999866485596,240,817.7999877929688,77.5969783,13.0420193
1766128116617744100,26.042744140625,10,20,3.1744606494903564,5.199999809265137,4.579999923706055,243,817.7999877929688,77.5969389,13.0420019
1766128117584279600,27.009279541015626,10,20,3.1841259002685547,5.083000183105469,5.139999866485596,249,817.7999877929688,77.5968949,13.0419947
1766128118624449500,28.049449462890625,10,20,3.1945276260375977,4.900000095367432,5.179999828338623,249,817.7999877929688,77.5968483,13.0419833
1766128119597029600,29.022029541015623,10,20,3.2042534351348877,4.833000183105469,5.5,251,817.7999877929688,77.5968019,13.0419724
1766128120578571800,30.00357177734375,10,20,3.21406888961792,4.665999889373779,5.599999904632568,252,817.7999877929688,77.5967509,13.0419596
1766128121596707000,31.02170703125,10,20,3.224250316619873,4.583000183105469,5,255,817.7999877929688,77.5967012,13.0419478
1766128122578817500,32.00381762695312,10,20,3.2340714931488037,4.5,4.529999732971191,253,817.7999877929688,77.5966571,13.0419385
1766128123581470000,33.00646997070312,10,20,3.244097948074341,4.5,3.8899998664855957,254,817.7999877929688,77.5966183,13.0419303
1766128124571451100,33.996451171875,10,20,3.253997802734375,4.415999889373779,3.8299999237060547,256,817.7999877929688,77.5965825,13.0419244
1766128125569116200,34.9941162109375,10,20,3.26397442817688,4.5,3.5,256,817.7999877929688,77.5965485,13.0419178
1766128126560708000,35.9857080078125,10,20,3.273890256881714,4.583000183105469,3.2100000381469727,256,817.7999877929688,77.5965179,13.0419128
1766128127587274800,37.012274658203125,10,20,3.284156084060669,4.599999904632568,3.3999998569488525,259,817.7999877929688,77.5964887,13.041907
1766128128598800600,38.02380053710937,10,20,3.294271230697632,4.599999904632568,3.7200000286102295,261,817.7999877929688,77.5964557,13.0419038
1766128129601439700,39.02643969726562,10,20,3.304297685623169,4.699999809265137,3.919999837875366,264,817.7999877929688,77.5964191,13.0419064
1766128130625420000,40.050419921875,10,20,3.314537525177002,4.599999904632568,4.170000076293945,264,817.7999877929688,77.5963802,13.0419043
1766128131582567200,41.007567138671874,10,20,3.324108839035034,4.5,4.480000019073486,263,817.7999877929688,77.5963361,13.0419056
1766128132623660300,42.048660400390624,10,20,3.334519863128662,4.400000095367432,4.329999923706055,265,817.7999877929688,77.5962877,13.0419011
1766128133606785000,43.03178491210937,10,20,3.344351053237915,4.300000190734863,4.619999885559082,265,817.7999877929688,77.5962461,13.0419014
1766128134609736700,44.03473681640625,10,20,3.3543806076049805,4.300000190734863,4.690000057220459,268,817.7999877929688,77.5962029,13.041896
1766128135582993000,45.007992919921875,10,20,3.3641130924224854,4.333000183105469,4.480000019073486,271,817.7999877929688,77.596161,13.0419039
1766128136610615600,46.03561547851562,10,20,3.374389410018921,4.300000190734863,3.93999981880188,274,817.7999877929688,77.5961227,13.0419066
1766128137590500600,47.01550048828125,10,20,3.384188175201416,4.415999889373779,2.7200000286102295,276,817.7999877929688,77.5960953,13.0419121
1766128138637280000,48.06228002929687,10,20,3.39465594291687,4.699999809265137,2.5999999046325684,275,817.7999877929688,77.5960711,13.0419134
1766128139572847900,48.997847900390624,10,20,3.4040117263793945,4.833000183105469,2.259999990463257,273,817.7999877929688,77.5960491,13.0419142
1766128140582883800,50.0078837890625,10,20,3.414112091064453,5.083000183105469,2.5799999237060547,275,817.7999877929688,77.5960253,13.0419153
1766128141578859300,51.003859375,10,20,3.424071788787842,5.333000183105469,2.5399999618530273,278,817.7999877929688,77.596002,13.0419209
