version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation
3,V2416,1766295084016,2025-12-21_05-31-24,Asia/Calcutta,android,1.50.0,f5581ff1-abe8-4e23-a611-4b47fd15dcea,Accelerometer|Gravity|Gyroscope|Orientation|Magnetometer|Compass|Location|Annotation|TotalAcceleration|MagnetometerUncalibrated|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10|10|10|10|10|0||10|10|10|10,false
